Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
9091,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29427,"1,00,000",00691,7516991
9092,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29421,"1,00,000",00691,7516991
9093,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29423,"1,00,000",00691,7516991
9094,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29419,"1,00,000",00691,7516991
9095,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29411,"1,00,000",00691,7516991
9096,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29399,"1,00,000",00691,7516991
9097,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29405,"1,00,000",00691,7516991
9098,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29403,"1,00,000",00691,7516991
9099,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29407,"1,00,000",00691,7516991
9100,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29401,"1,00,000",00691,7516991
9101,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29424,"1,00,000",00691,7516991
9102,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29434,"1,00,000",00691,7516991
9066,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29395,"1,00,000",00691,7516991
9067,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29393,"1,00,000",00691,7516991
9068,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29397,"1,00,000",00691,7516991
9069,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29391,"1,00,000",00691,7516991
9070,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29389,"1,00,000",00691,7516991
9071,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29412,"1,00,000",00691,7516991
9072,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29404,"1,00,000",00691,7516991
9073,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29400,"1,00,000",00691,7516991
9074,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29408,"1,00,000",00691,7516991
9075,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29402,"1,00,000",00691,7516991
9076,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29418,"1,00,000",00691,7516991
9077,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29414,"1,00,000",00691,7516991
9078,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29410,"1,00,000",00691,7516991
9079,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29406,"1,00,000",00691,7516991
9080,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29416,"1,00,000",00691,7516991
9081,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29392,"1,00,000",00691,7516991
9082,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29390,"1,00,000",00691,7516991
9083,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29396,"1,00,000",00691,7516991
9084,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29398,"1,00,000",00691,7516991
9085,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29394,"1,00,000",00691,7516991
9086,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29409,"1,00,000",00691,7516991
9087,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29413,"1,00,000",00691,7516991
9088,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29415,"1,00,000",00691,7516991
9089,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29425,"1,00,000",00691,7516991
9090,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29417,"1,00,000",00691,7516991
9091,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29427,"1,00,000",00691,7516991
9092,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29421,"1,00,000",00691,7516991
9093,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29423,"1,00,000",00691,7516991
9094,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29419,"1,00,000",00691,7516991
9095,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29411,"1,00,000",00691,7516991
9096,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29399,"1,00,000",00691,7516991
9097,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29405,"1,00,000",00691,7516991
9098,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29403,"1,00,000",00691,7516991
9099,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29407,"1,00,000",00691,7516991
9100,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29401,"1,00,000",00691,7516991
9101,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29424,"1,00,000",00691,7516991
9102,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29434,"1,00,000",00691,7516991
9103,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29430,"1,00,000",00691,7516991
9104,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29428,"1,00,000",00691,7516991
9105,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29432,"1,00,000",00691,7516991
9106,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29420,"1,00,000",00691,7516991
9107,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29438,"1,00,000",00691,7516991
9108,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29422,"1,00,000",00691,7516991
9109,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29436,"1,00,000",00691,7516991
9110,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29426,"1,00,000",00691,7516991
9111,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29437,"1,00,000",00691,7516991
9112,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29447,"1,00,000",00691,7516991
9113,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29433,"1,00,000",00691,7516991
9114,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29441,"1,00,000",00691,7516991
9115,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29429,"1,00,000",00691,7516991
9116,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29435,"1,00,000",00691,7516991
9117,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29431,"1,00,000",00691,7516991
9118,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29443,"1,00,000",00691,7516991
9119,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29439,"1,00,000",00691,7516991
9120,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29445,"1,00,000",00691,7516991
9121,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29440,"1,00,000",00691,3428540
9122,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29442,"1,00,000",00691,3428540
9123,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29448,"1,00,000",00691,3428540
9124,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29444,"1,00,000",00691,3428540
9125,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29446,"1,00,000",00691,3428540
9126,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29450,"1,00,000",00691,3428540
9127,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29456,"1,00,000",00691,3428540
9128,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29454,"1,00,000",00691,3428540
9129,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29452,"1,00,000",00691,3428540
9130,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29458,"1,00,000",00691,3428540
9131,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29461,"1,00,000",00691,3428540
9132,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29465,"1,00,000",00691,3428540
9133,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29459,"1,00,000",00691,3428540
9134,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29467,"1,00,000",00691,3428540
9135,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29463,"1,00,000",00691,3428540
9136,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29478,"1,00,000",00691,3428540
9137,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29474,"1,00,000",00691,3428540
9138,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29470,"1,00,000",00691,3428540
9139,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29476,"1,00,000",00691,3428540
9103,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29430,"1,00,000",00691,7516991
9104,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29428,"1,00,000",00691,7516991
9105,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29432,"1,00,000",00691,7516991
9106,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29420,"1,00,000",00691,7516991
9107,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29438,"1,00,000",00691,7516991
9108,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29422,"1,00,000",00691,7516991
9109,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29436,"1,00,000",00691,7516991
9110,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29426,"1,00,000",00691,7516991
9111,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29437,"1,00,000",00691,7516991
9112,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29447,"1,00,000",00691,7516991
9113,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29433,"1,00,000",00691,7516991
9114,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29441,"1,00,000",00691,7516991
9115,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29429,"1,00,000",00691,7516991
9116,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29435,"1,00,000",00691,7516991
9117,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29431,"1,00,000",00691,7516991
9118,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29443,"1,00,000",00691,7516991
9119,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29439,"1,00,000",00691,7516991
9120,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29445,"1,00,000",00691,7516991
9121,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29440,"1,00,000",00691,3428540
9122,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29442,"1,00,000",00691,3428540
9123,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29448,"1,00,000",00691,3428540
9124,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29444,"1,00,000",00691,3428540
9125,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29446,"1,00,000",00691,3428540
9126,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29450,"1,00,000",00691,3428540
9127,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29456,"1,00,000",00691,3428540
9128,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29454,"1,00,000",00691,3428540
9129,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29452,"1,00,000",00691,3428540
9130,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29458,"1,00,000",00691,3428540
9131,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29461,"1,00,000",00691,3428540
9132,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29465,"1,00,000",00691,3428540
9133,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29459,"1,00,000",00691,3428540
9134,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29467,"1,00,000",00691,3428540
9135,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29463,"1,00,000",00691,3428540
9136,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29478,"1,00,000",00691,3428540
9137,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29474,"1,00,000",00691,3428540
9138,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29470,"1,00,000",00691,3428540
9139,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29476,"1,00,000",00691,3428540
9140,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29472,"1,00,000",00691,3428540
9141,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29469,"1,00,000",00691,3428540
9142,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29475,"1,00,000",00691,3428540
9143,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29471,"1,00,000",00691,3428540
9144,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29473,"1,00,000",00691,3428540
9145,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29477,"1,00,000",00691,3428540
9146,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29483,"1,00,000",00691,3428540
9147,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29487,"1,00,000",00691,3428540
9148,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29479,"1,00,000",00691,3428540
9149,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29485,"1,00,000",00691,3428540
9150,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29481,"1,00,000",00691,3428540
9151,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29480,"1,00,000",00691,3428540
9152,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29488,"1,00,000",00691,3428540
9153,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29484,"1,00,000",00691,3428540
9154,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29482,"1,00,000",00691,3428540
9155,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29486,"1,00,000",00691,3428540
9156,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1074,"10,00,000",00691,3428540
9157,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1081,"10,00,000",00691,3428540
9158,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1079,"10,00,000",00691,3428540
9159,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1076,"10,00,000",00691,3428540
9160,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1083,"10,00,000",00691,3428540
9161,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10152,"1,00,00,000",00001,3490777
9162,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10150,"1,00,00,000",00001,3490777
9163,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10142,"1,00,00,000",00001,3490777
9164,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10146,"1,00,00,000",00001,3490777
9165,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10144,"1,00,00,000",00001,3490777
9166,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10108,"1,00,00,000",00001,3490777
9167,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10112,"1,00,00,000",00001,3490777
9168,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10106,"1,00,00,000",00001,3490777
9169,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10110,"1,00,00,000",00001,3490777
9170,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10114,"1,00,00,000",00001,3490777
9171,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10116,"1,00,00,000",00001,3490777
9172,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10124,"1,00,00,000",00001,3490777
9173,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10118,"1,00,00,000",00001,3490777
9174,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10128,"1,00,00,000",00001,3490777
9175,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10120,"1,00,00,000",00001,3490777
9176,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10122,"1,00,00,000",00001,3490777
9140,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29472,"1,00,000",00691,3428540
9141,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29469,"1,00,000",00691,3428540
9142,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29475,"1,00,000",00691,3428540
9143,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29471,"1,00,000",00691,3428540
9144,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29473,"1,00,000",00691,3428540
9145,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29477,"1,00,000",00691,3428540
9146,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29483,"1,00,000",00691,3428540
9147,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29487,"1,00,000",00691,3428540
9148,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29479,"1,00,000",00691,3428540
9149,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29485,"1,00,000",00691,3428540
9150,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29481,"1,00,000",00691,3428540
9151,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29480,"1,00,000",00691,3428540
9152,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29488,"1,00,000",00691,3428540
9153,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29484,"1,00,000",00691,3428540
9154,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29482,"1,00,000",00691,3428540
9155,13/Jan/2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,29486,"1,00,000",00691,3428540
9156,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1074,"10,00,000",00691,3428540
9157,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1081,"10,00,000",00691,3428540
9158,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1079,"10,00,000",00691,3428540
9159,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1076,"10,00,000",00691,3428540
9160,14/Jan/2022,AAM AADMI PARTY,*******5086,TL,1083,"10,00,000",00691,3428540
9161,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10152,"1,00,00,000",00001,3490777
9162,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10150,"1,00,00,000",00001,3490777
9163,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10142,"1,00,00,000",00001,3490777
9164,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10146,"1,00,00,000",00001,3490777
9165,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10144,"1,00,00,000",00001,3490777
9166,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10108,"1,00,00,000",00001,3490777
9167,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10112,"1,00,00,000",00001,3490777
9168,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10106,"1,00,00,000",00001,3490777
9169,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10110,"1,00,00,000",00001,3490777
9170,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10114,"1,00,00,000",00001,3490777
9171,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10116,"1,00,00,000",00001,3490777
9172,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10124,"1,00,00,000",00001,3490777
9173,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10118,"1,00,00,000",00001,3490777
9174,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10128,"1,00,00,000",00001,3490777
9175,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10120,"1,00,00,000",00001,3490777
9176,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10122,"1,00,00,000",00001,3490777
9177,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10126,"1,00,00,000",00001,3490777
9178,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10161,"1,00,00,000",00001,3490777
9179,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10163,"1,00,00,000",00001,3490777
9180,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10165,"1,00,00,000",00001,3490777
9181,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10167,"1,00,00,000",00001,3490777
9182,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10595,"1,00,00,000",00001,3490777
9183,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10596,"1,00,00,000",00001,3490777
9184,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8924,"1,00,00,000",00001,3490777
9185,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10401,"1,00,00,000",00001,3490777
9186,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10407,"1,00,00,000",00001,3490777
9187,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10598,"1,00,00,000",00001,3490777
9188,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10597,"1,00,00,000",00001,3490777
9189,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8798,"1,00,00,000",00001,3490777
9190,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10425,"1,00,00,000",00001,3490777
9191,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8920,"1,00,00,000",00001,3490777
9192,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10599,"1,00,00,000",00001,3490777
9193,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10410,"1,00,00,000",00001,3490777
9194,14/Jan/2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8921,"1,00,00,000",00001,3490777
